voter_id,precinct,party,age,gender,ethnicity,mail_ballot_status,vote_history_2016,vote_history_2018,vote_history_2020,vote_history_2022,vote_history_2024
CA10001256,0710049,D,54,M,A,Y,N,N,Y,N,Y
CA10001257,0720017,N,48,F,H,N,Y,Y,N,Y,Y
CA10001258,0200136,D,75,M,H,N,Y,Y,Y,Y,Y
CA10001259,0725004,D,56,F,W,N,Y,Y,Y,Y,Y
CA10001260,0710051,N,41,F,W,Y,N,N,N,N,N
CA10001261,0725004,N,41,M,H,Y,N,N,N,Y,N
CA10001262,0720030,N,53,F,H,Y,N,N,N,N,Y
CA10001263,0720022,D,82,M,W,Y,N,N,Y,Y,N
CA10001264,0725001,R,73,F,H,Y,N,Y,Y,N,Y
CA10001265,0100250,N,26,F,A,Y,N,N,N,N,N
CA10001266,0720011,D,22,F,H,Y,Y,Y,Y,Y,N
CA10001267,0100134,N,24,U,H,N,Y,Y,Y,Y,N
CA10001268,0725002,D,57,F,H,N,N,N,N,N,N
CA10001269,0720016,D,60,M,H,N,Y,Y,Y,Y,Y
CA10001270,0725008,N,39,F,H,Y,N,Y,Y,Y,N
CA10001271,0720026,D,26,M,W,Y,N,N,Y,Y,Y
CA10001272,0200147,D,75,M,W,Y,N,N,N,N,N
CA10001273,0200117,N,40,M,W,N,N,N,N,N,N
CA10001274,0200142,R,61,M,H,N,Y,N,N,Y,N
CA10001275,0720019,D,83,F,W,Y,Y,Y,Y,Y,N
CA10001276,0725015,D,81,F,W,Y,Y,N,Y,Y,N
CA10001277,0725004,N,61,M,H,Y,N,Y,N,N,N
CA10001278,0200130,N,81,F,W,Y,Y,N,N,N,N
CA10001279,0720019,N,22,F,W,Y,N,Y,Y,Y,Y
CA10001280,0720018,D,85,M,W,Y,N,Y,N,N,Y
CA10001281,0720025,D,30,M,W,Y,Y,N,Y,Y,Y
CA10001282,0710052,N,28,F,W,N,N,Y,N,Y,N
CA10001283,0100267,N,71,M,W,Y,Y,Y,N,Y,N
CA10001284,0725013,N,69,F,W,Y,N,N,Y,Y,N
CA10001285,0200121,D,20,F,H,Y,Y,Y,Y,Y,Y
CA10001286,0710052,D,42,F,W,N,N,Y,N,Y,Y
CA10001287,0720018,D,54,M,H,Y,N,N,N,Y,Y
CA10001288,0725009,N,34,F,H,Y,N,Y,N,Y,Y
CA10001289,0200048,D,68,M,W,Y,N,N,N,N,Y
CA10001290,0250052,N,36,M,H,Y,Y,N,Y,Y,Y
CA10001291,0725016,D,36,M,W,Y,N,N,N,N,N
CA10001292,0720019,N,38,M,A,Y,Y,Y,Y,N,Y
CA10001293,0720019,D,19,F,H,N,Y,Y,Y,Y,N
CA10001294,0720016,N,38,F,W,Y,Y,Y,Y,N,Y
CA10001295,0200136,D,52,F,W,Y,Y,N,N,N,Y
CA10001296,0200121,R,54,M,W,Y,N,N,N,N,N
CA10001297,0720025,D,37,U,W,Y,N,N,Y,Y,Y
CA10001298,0725010,N,50,F,W,Y,Y,Y,Y,Y,Y
CA10001299,0250047,R,59,M,W,Y,Y,Y,Y,N,Y
CA10001300,0720028,R,47,M,W,Y,N,N,Y,N,N
CA10001301,0710049,D,45,M,W,N,N,Y,N,Y,N
CA10001302,0200117,N,48,F,W,Y,Y,Y,N,Y,Y
CA10001303,0200142,D,18,F,W,Y,N,N,Y,N,N
CA10001304,0100134,N,62,F,H,Y,Y,N,N,N,N
CA10001305,0725014,R,47,F,H,Y,Y,Y,Y,Y,Y
CA10001306,0200122,D,44,M,H,Y,N,N,N,N,N
CA10001307,0200142,N,22,F,H,Y,Y,N,N,N,Y
CA10001308,0725014,R,52,F,H,Y,N,N,N,N,N
CA10001309,0720020,R,45,U,W,N,N,Y,Y,Y,N
CA10001310,0100250,R,69,M,H,Y,Y,N,N,Y,Y
CA10001311,0720026,D,32,F,W,N,N,N,Y,Y,N
CA10001312,0710050,D,83,F,W,Y,Y,Y,Y,Y,Y
CA10001313,0725014,R,23,M,A,Y,Y,Y,Y,Y,Y
CA10001314,0725008,D,28,F,W,N,Y,Y,Y,Y,Y
CA10001315,0725006,D,21,M,W,Y,N,Y,N,N,N
CA10001316,0720026,D,65,M,H,N,Y,Y,N,N,Y
CA10001317,0725003,N,55,M,W,Y,N,N,N,N,N
CA10001318,0200147,D,54,F,H,Y,Y,N,Y,Y,Y
CA10001319,0710050,N,62,F,W,N,N,Y,N,Y,N
CA10001320,0720024,R,59,M,W,Y,Y,N,N,N,Y
CA10001321,0720018,R,48,M,A,N,N,N,Y,N,N
CA10001322,0720025,R,34,M,W,Y,Y,Y,Y,Y,Y
CA10001323,0100134,N,51,U,H,Y,Y,N,Y,Y,N
CA10001324,0725003,D,69,M,W,Y,Y,Y,Y,Y,Y
CA10001325,0725008,N,70,M,W,Y,N,Y,N,N,N
CA10001326,0725011,N,28,F,W,Y,N,N,Y,N,Y
CA10001327,0100267,R,69,F,H,Y,N,Y,Y,N,N
CA10001328,0720022,N,57,M,W,Y,Y,Y,Y,N,Y
CA10001329,0720015,R,82,F,H,Y,Y,Y,Y,Y,Y
CA10001330,0710053,D,25,U,W,Y,Y,N,Y,Y,Y
CA10001331,0725007,D,68,F,H,Y,Y,N,N,N,N
CA10001332,0200029,D,43,M,W,Y,Y,Y,N,N,Y
CA10001333,0100267,D,27,U,A,Y,N,N,Y,Y,Y
CA10001334,0720018,D,85,F,W,Y,Y,N,Y,Y,Y
CA10001335,0200130,D,85,F,W,Y,Y,N,Y,Y,N
CA10001336,0725008,N,18,F,H,N,N,Y,N,Y,N
CA10001337,0720025,D,54,M,W,Y,Y,Y,Y,Y,N
CA10001338,0725014,D,38,F,H,N,Y,Y,Y,Y,Y
CA10001339,0725006,D,55,M,W,N,Y,N,Y,N,N
CA10001340,0720019,N,23,F,W,Y,N,N,N,N,N
CA10001341,0250052,N,67,M,H,Y,N,N,N,Y,N
CA10001342,0200147,D,45,M,W,Y,Y,Y,Y,Y,Y
CA10001343,0725010,D,36,F,O,N,N,N,Y,N,N
CA10001344,0720020,D,42,M,W,Y,N,N,N,N,N
CA10001345,0725001,D,33,M,H,Y,N,N,Y,Y,N
CA10001346,0725013,N,54,F,B,Y,N,N,N,N,N
CA10001347,0725002,N,66,F,H,N,N,N,N,N,N
CA10001348,0200117,D,55,M,H,N,N,N,Y,N,Y
CA10001349,0720011,D,42,U,A,Y,Y,Y,Y,Y,Y
CA10001350,0720028,D,25,M,H,Y,N,N,Y,N,N
CA10001351,0720020,R,45,M,B,Y,N,N,N,N,N
CA10001352,0720025,R,20,F,O,Y,N,N,N,Y,Y
CA10001353,0725001,N,61,M,H,Y,N,N,N,Y,N
CA10001354,0720027,N,66,M,H,N,N,N,N,Y,N
CA10001355,0725011,R,85,M,W,Y,Y,N,N,N,Y
CA10001356,0725011,N,83,M,A,Y,N,N,N,Y,N
CA10001357,0720030,N,67,M,W,Y,N,N,Y,N,N
CA10001358,0725014,D,21,M,W,Y,N,Y,Y,N,N
CA10001359,0720021,N,40,F,W,Y,N,N,N,Y,N
CA10001360,0710052,D,81,M,W,Y,Y,N,N,N,N
CA10001361,0200130,D,35,M,W,N,N,Y,Y,N,N
CA10001362,0720028,D,26,F,W,Y,N,N,Y,Y,Y
CA10001363,0200130,N,63,F,W,N,N,Y,N,Y,Y
CA10001364,0200142,D,31,M,W,Y,Y,Y,N,N,Y
CA10001365,0720026,D,62,M,W,Y,N,N,Y,N,N
CA10001366,0720029,N,24,M,W,Y,N,Y,Y,N,Y
CA10001367,0710051,D,31,M,W,Y,N,N,N,N,N
CA10001368,0725015,R,29,F,A,Y,N,Y,Y,N,N
CA10001369,0720026,N,80,F,H,Y,N,N,Y,N,Y
CA10001370,0720024,R,58,M,W,Y,Y,N,Y,N,N
CA10001371,0720017,D,33,F,H,N,N,Y,Y,N,Y
CA10001372,0720015,D,18,M,W,Y,Y,Y,Y,N,Y
CA10001373,0725004,N,19,F,W,N,Y,Y,N,N,N
CA10001374,0200147,D,35,M,W,Y,N,Y,N,N,Y
CA10001375,0720030,D,54,F,A,Y,Y,N,N,N,N
CA10001376,0710049,D,73,U,W,Y,N,Y,Y,N,Y
CA10001377,0720024,D,26,F,W,Y,N,Y,N,N,N
CA10001378,0720014,R,48,F,W,Y,Y,N,N,Y,N
CA10001379,0725011,D,26,F,H,Y,N,Y,N,N,N
CA10001380,0720023,D,37,F,W,Y,Y,N,Y,N,Y
CA10001381,0720017,D,41,F,H,Y,N,N,N,N,N
CA10001382,0725008,D,60,F,W,Y,Y,Y,Y,Y,Y
CA10001383,0710051,R,85,M,W,Y,Y,Y,Y,Y,Y
CA10001384,0720026,D,52,F,H,Y,N,Y,N,Y,Y
CA10001385,0710051,D,59,M,H,Y,N,N,N,N,N
CA10001386,0720029,R,46,M,H,Y,Y,N,N,Y,N
CA10001387,0100250,D,80,F,B,N,N,Y,N,N,N
CA10001388,0710049,D,42,M,H,Y,N,N,Y,N,N
CA10001389,0200142,D,43,F,H,Y,Y,Y,N,Y,Y
CA10001390,0720021,D,59,F,W,N,Y,Y,Y,Y,Y
CA10001391,0200121,R,72,M,W,Y,Y,N,Y,N,Y
CA10001392,0725011,D,29,M,W,Y,N,N,Y,N,Y
CA10001393,0725008,D,34,F,W,N,Y,N,N,N,Y
CA10001394,0720013,D,72,M,B,N,N,N,N,N,N
CA10001395,0200130,N,61,F,O,N,N,N,N,N,N
CA10001396,0725012,D,54,M,W,Y,N,N,N,N,N
CA10001397,0725016,D,23,M,H,N,Y,N,Y,N,Y
CA10001398,0725014,D,59,F,W,Y,Y,Y,Y,Y,Y
CA10001399,0200121,N,56,M,W,Y,Y,N,N,Y,N
CA10001400,0710049,N,75,F,H,N,N,N,N,Y,N
CA10001401,0725007,R,65,M,B,Y,Y,Y,Y,Y,Y
CA10001402,0725015,D,34,M,W,Y,Y,N,Y,N,Y
CA10001403,0710050,N,51,F,W,Y,Y,N,N,Y,N
CA10001404,0200147,D,41,F,W,N,N,Y,N,Y,Y
CA10001405,0100267,N,36,F,W,Y,N,N,N,N,N
CA10001406,0720027,D,41,F,B,Y,Y,Y,Y,Y,N
CA10001407,0720028,D,41,U,B,N,Y,N,N,N,N
CA10001408,0200121,D,72,F,H,Y,N,Y,N,Y,Y
CA10001409,0725006,R,44,M,B,Y,Y,Y,Y,Y,Y
CA10001410,0720017,N,49,F,W,Y,Y,Y,Y,Y,Y
CA10001411,0720020,D,74,M,W,N,Y,Y,N,N,N
CA10001412,0725008,D,45,F,A,N,N,N,N,Y,Y
CA10001413,0725010,D,35,F,W,Y,N,N,N,N,N
CA10001414,0720030,D,77,F,W,Y,Y,Y,N,N,Y
CA10001415,0200147,R,68,F,H,Y,N,N,Y,Y,N
CA10001416,0720016,D,28,F,A,Y,Y,Y,N,Y,Y
CA10001417,0200117,D,37,F,W,Y,N,N,N,Y,N
CA10001418,0725009,D,42,M,H,Y,N,N,Y,N,N
CA10001419,0200122,R,68,M,W,Y,Y,Y,Y,Y,Y
CA10001420,0725004,R,24,M,H,Y,Y,Y,Y,N,Y
CA10001421,0100267,N,35,F,H,Y,N,N,N,N,N
CA10001422,0720028,R,73,M,W,Y,Y,Y,Y,Y,Y
CA10001423,0725012,N,40,M,W,Y,N,N,Y,N,Y
CA10001424,0200130,R,54,M,W,N,N,N,N,N,N
CA10001425,0725013,D,18,F,W,Y,N,Y,N,Y,Y
CA10001426,0720021,D,36,M,W,Y,Y,Y,Y,N,Y
CA10001427,0200048,D,37,M,O,Y,N,N,N,N,N
CA10001428,0720030,D,25,M,H,Y,Y,Y,Y,Y,N
CA10001429,0200121,N,58,M,A,Y,N,N,N,N,N
CA10001430,0200122,D,64,F,W,Y,N,N,Y,N,Y
CA10001431,0720020,D,62,M,W,Y,Y,Y,Y,Y,Y
CA10001432,0200122,D,25,F,H,Y,Y,Y,N,N,N
CA10001433,0720017,N,29,F,W,Y,Y,Y,Y,Y,Y
CA10001434,0725008,D,61,F,W,Y,Y,Y,Y,Y,Y
CA10001435,0200029,D,54,M,W,Y,Y,Y,Y,Y,Y
CA10001436,0200147,N,85,F,W,N,N,N,N,N,N
CA10001437,0725013,D,43,F,W,Y,N,N,N,N,N
CA10001438,0720014,D,26,F,H,Y,Y,Y,N,Y,Y
CA10001439,0720013,D,21,F,H,Y,Y,Y,Y,Y,Y
CA10001440,0720029,R,26,F,W,Y,N,N,N,Y,N
CA10001441,0720012,D,40,M,H,Y,N,Y,N,N,N
CA10001442,0720030,D,81,F,H,Y,Y,Y,Y,Y,Y
CA10001443,0720018,N,30,M,W,Y,N,N,N,N,N
CA10001444,0250052,D,83,F,W,N,N,N,Y,Y,N
CA10001445,0200142,N,35,M,W,Y,N,N,Y,Y,Y
CA10001446,0725004,D,21,F,H,Y,Y,N,Y,N,Y
CA10001447,0725006,D,83,F,A,Y,N,Y,Y,N,N
CA10001448,0720026,D,55,F,W,Y,N,N,N,N,N
CA10001449,0725010,D,75,F,A,N,N,Y,N,N,Y
CA10001450,0720026,R,25,F,W,Y,Y,Y,Y,Y,Y
CA10001451,0200117,N,69,M,H,Y,Y,N,Y,Y,Y
CA10001452,0720019,D,82,M,H,Y,N,N,N,N,Y
CA10001453,0720014,R,33,M,H,Y,N,N,Y,N,N
CA10001454,0710053,D,46,M,W,Y,N,Y,N,Y,Y
CA10001455,0725002,D,71,F,W,Y,Y,Y,Y,N,Y
CA10001456,0720011,R,26,M,W,Y,Y,Y,N,N,Y
CA10001457,0710052,D,34,M,B,Y,N,N,N,N,N
CA10001458,0720019,R,51,M,W,Y,N,N,Y,Y,N
CA10001459,0200048,R,32,F,H,N,N,N,N,N,N
CA10001460,0725007,N,31,M,W,Y,Y,Y,Y,N,Y
CA10001461,0720017,N,20,F,W,Y,N,N,N,N,N
CA10001462,0250047,D,55,M,H,Y,N,Y,N,N,N
CA10001463,0720025,R,51,F,W,N,Y,N,N,Y,Y
CA10001464,0200136,D,52,M,W,Y,N,N,N,N,N
CA10001465,0710051,D,72,F,W,N,N,N,N,N,N
CA10001466,0720016,D,57,F,A,Y,N,N,N,Y,Y
CA10001467,0720030,D,41,M,H,Y,Y,N,Y,N,Y
CA10001468,0200117,N,25,M,W,Y,N,N,N,N,N
CA10001469,0200121,D,51,M,W,Y,Y,Y,N,N,N
CA10001470,0720029,N,40,M,B,Y,N,N,N,N,N
CA10001471,0720018,D,59,F,W,Y,Y,Y,Y,Y,Y
CA10001472,0100250,D,75,F,W,N,Y,N,N,Y,Y
CA10001473,0720015,N,69,F,H,Y,N,N,N,Y,N
CA10001474,0720030,N,47,F,W,N,N,N,Y,N,N
CA10001475,0720020,N,79,F,W,Y,N,N,Y,Y,Y
CA10001476,0200121,D,65,F,A,N,N,N,N,N,Y
CA10001477,0720026,D,31,F,W,Y,N,N,Y,N,Y
CA10001478,0720014,N,19,F,W,Y,Y,Y,N,Y,Y
CA10001479,0200122,R,24,M,W,N,N,N,N,N,N
CA10001480,0720026,D,77,F,O,Y,Y,Y,N,Y,Y
CA10001481,0725010,R,82,M,W,Y,N,N,Y,N,N
CA10001482,0710053,D,77,M,W,Y,N,Y,N,Y,Y
CA10001483,0725011,D,80,F,H,Y,Y,N,N,N,N
CA10001484,0725003,D,39,F,W,Y,N,N,N,Y,N
CA10001485,0725003,D,25,F,W,Y,N,N,N,N,N
CA10001486,0725012,R,59,F,W,N,Y,Y,Y,N,Y
CA10001487,0725006,D,31,F,H,Y,Y,Y,N,N,Y
CA10001488,0710051,N,64,M,W,Y,N,N,N,Y,N
CA10001489,0725007,D,31,M,H,Y,N,N,N,N,Y
CA10001490,0720024,D,50,F,H,N,N,N,N,N,N
CA10001491,0725006,D,25,M,O,Y,N,N,Y,N,N
CA10001492,0710049,D,29,F,O,Y,N,N,Y,Y,Y
CA10001493,0710049,D,75,M,W,Y,Y,N,N,N,Y
CA10001494,0725014,R,44,U,W,N,Y,N,N,Y,Y
CA10001495,0100134,R,47,M,W,N,Y,Y,Y,Y,Y
CA10001496,0720030,D,79,F,W,Y,N,Y,Y,Y,Y
CA10001497,0720027,N,58,F,H,N,Y,Y,Y,Y,Y
CA10001498,0725003,R,42,M,W,N,N,N,Y,Y,N
CA10001499,0720021,D,69,F,W,Y,N,N,N,N,N
CA10001500,0725006,D,73,M,A,N,Y,Y,N,Y,Y
CA10001501,0725007,D,46,U,W,Y,Y,Y,N,N,Y
CA10001502,0100267,D,19,M,W,Y,Y,Y,Y,Y,Y
CA10001503,0720017,R,67,F,H,Y,N,N,N,N,Y
CA10001504,0725005,D,80,F,W,N,Y,Y,Y,Y,Y
CA10001505,0100250,D,48,M,B,Y,N,Y,Y,Y,Y
CA10001506,0725015,D,41,M,W,N,N,Y,N,Y,N
CA10001507,0725012,N,64,M,W,Y,N,N,N,N,Y
CA10001508,0720030,R,27,M,H,Y,N,N,N,N,N
CA10001509,0200147,R,36,F,W,Y,Y,Y,N,N,N
CA10001510,0720015,N,34,M,W,Y,Y,N,Y,Y,N
CA10001511,0720028,R,34,F,W,N,N,Y,N,Y,N
CA10001512,0720013,N,53,U,W,Y,Y,Y,Y,Y,Y
CA10001513,0720012,D,53,M,W,Y,N,N,Y,N,N
CA10001514,0200130,N,27,M,B,Y,N,N,N,Y,N
CA10001515,0725006,D,25,M,W,Y,N,N,N,Y,N
CA10001516,0200147,N,28,F,W,Y,N,N,Y,N,Y
CA10001517,0720021,D,73,F,H,Y,Y,N,Y,Y,N
CA10001518,0720011,D,59,F,W,N,N,N,Y,N,Y
CA10001519,0720014,R,50,M,W,N,Y,Y,Y,Y,N
CA10001520,0250047,D,57,F,W,Y,N,Y,N,Y,N
CA10001521,0725001,N,46,F,W,N,N,N,N,N,N
CA10001522,0725014,R,61,F,W,Y,Y,Y,N,Y,Y
CA10001523,0720027,R,50,F,B,N,N,N,Y,Y,N
CA10001524,0725002,D,56,M,W,Y,Y,Y,Y,Y,Y
CA10001525,0725001,N,63,M,B,N,Y,Y,Y,Y,N
CA10001526,0720012,D,23,F,H,Y,N,N,N,Y,Y
CA10001527,0725011,D,67,M,O,Y,Y,Y,N,Y,Y
CA10001528,0200142,D,21,M,H,N,N,N,N,N,N
CA10001529,0200117,D,35,M,A,N,N,N,N,Y,N
CA10001530,0725006,D,28,M,W,Y,N,N,N,N,N
CA10001531,0720020,D,61,M,W,Y,N,N,N,N,N
CA10001532,0720014,D,64,F,A,Y,N,Y,N,Y,N
CA10001533,0720011,D,19,M,A,Y,Y,Y,Y,Y,Y
CA10001534,0725010,N,26,M,W,Y,Y,Y,N,N,N
CA10001535,0720026,N,62,F,W,N,N,Y,Y,Y,Y
CA10001536,0720028,D,19,F,W,Y,N,N,Y,N,N
CA10001537,0100267,D,48,U,W,Y,Y,N,Y,Y,N
CA10001538,0725006,N,46,M,W,Y,N,N,Y,Y,Y
CA10001539,0100134,D,81,M,W,Y,N,Y,Y,Y,Y
CA10001540,0200147,D,37,M,W,N,Y,Y,N,N,N
CA10001541,0725015,D,23,M,W,N,N,N,N,N,N
CA10001542,0200117,N,68,M,H,Y,Y,N,Y,N,N
CA10001543,0720028,D,75,M,W,Y,Y,Y,Y,Y,Y
CA10001544,0725015,R,71,F,A,Y,N,Y,N,N,Y
CA10001545,0720021,D,34,M,W,Y,Y,Y,Y,Y,Y
CA10001546,0200142,D,39,M,A,Y,Y,N,Y,Y,Y
CA10001547,0200121,D,32,F,W,Y,N,Y,N,Y,N
CA10001548,0720022,R,30,M,W,Y,N,N,N,N,N
CA10001549,0725016,R,26,F,W,N,N,N,N,N,N
CA10001550,0720011,D,24,F,O,Y,Y,Y,Y,Y,Y
CA10001551,0200130,D,47,M,B,N,Y,Y,N,Y,Y
CA10001552,0720025,D,32,M,O,Y,N,N,N,N,N
CA10001553,0200130,D,44,U,W,N,Y,N,Y,N,N
CA10001554,0725006,D,49,M,W,Y,N,N,N,N,N
CA10001555,0100134,D,25,M,H,Y,Y,Y,Y,N,Y
CA10001556,0200130,D,27,F,H,Y,Y,N,N,N,Y
CA10001557,0720030,D,38,F,B,Y,N,Y,Y,N,Y
CA10001558,0725001,N,68,M,W,Y,N,Y,N,N,N
CA10001559,0720015,D,71,F,A,Y,N,N,Y,N,N
CA10001560,0720024,D,68,M,W,Y,N,N,Y,Y,N
CA10001561,0250047,D,57,F,W,Y,Y,Y,Y,Y,Y
CA10001562,0200142,N,35,M,H,Y,N,Y,Y,Y,N
CA10001563,0725003,D,59,M,W,N,N,N,N,N,Y
CA10001564,0725005,D,30,F,B,Y,Y,Y,Y,Y,Y
CA10001565,0710051,R,43,F,H,N,N,N,N,N,N
CA10001566,0725004,D,64,F,W,N,Y,Y,Y,Y,Y
CA10001567,0725016,D,85,F,W,Y,N,N,N,N,N
CA10001568,0720023,N,76,M,H,Y,N,N,N,N,N
CA10001569,0710050,N,65,F,O,Y,Y,Y,Y,Y,Y
CA10001570,0710052,R,28,M,W,N,Y,Y,Y,Y,Y
CA10001571,0720024,D,61,M,W,Y,Y,Y,Y,Y,Y
CA10001572,0710050,D,76,F,W,N,Y,Y,Y,Y,Y
CA10001573,0200029,D,51,F,W,Y,N,N,Y,Y,Y
CA10001574,0725007,D,25,F,W,Y,Y,Y,N,N,Y
CA10001575,0725008,D,81,F,H,N,Y,Y,N,N,Y
CA10001576,0710052,N,38,M,H,Y,N,Y,N,N,Y
CA10001577,0725005,D,81,M,W,N,Y,N,N,Y,N
CA10001578,0725009,D,36,M,W,Y,N,Y,Y,Y,Y
CA10001579,0200029,D,23,F,H,Y,Y,Y,N,Y,N
CA10001580,0720025,D,23,M,B,N,N,N,Y,Y,Y
CA10001581,0250047,D,72,M,W,Y,N,Y,N,N,N
CA10001582,0200117,N,39,F,W,Y,Y,Y,Y,Y,Y
CA10001583,0720030,D,41,F,H,N,Y,Y,Y,N,N
CA10001584,0725005,R,48,M,W,Y,N,Y,N,N,N
CA10001585,0710053,N,78,F,H,Y,N,N,Y,N,Y
CA10001586,0100267,N,68,M,W,Y,Y,N,N,N,Y
CA10001587,0200142,D,43,M,W,Y,Y,Y,N,N,N
CA10001588,0720027,D,41,F,B,Y,N,N,N,N,N
CA10001589,0720017,N,43,M,H,N,Y,N,Y,Y,Y
CA10001590,0725007,D,20,F,H,Y,N,Y,N,N,Y
CA10001591,0725004,D,41,M,B,Y,Y,N,N,N,Y
CA10001592,0720016,R,79,F,W,N,Y,Y,N,N,N
CA10001593,0100134,N,58,M,W,N,Y,N,Y,N,Y
CA10001594,0200147,N,25,F,W,Y,N,N,N,Y,Y
CA10001595,0720022,D,64,M,W,Y,N,N,N,N,N
CA10001596,0720028,D,61,M,W,Y,N,N,Y,N,N
CA10001597,0720023,N,41,M,H,N,Y,N,N,N,Y
CA10001598,0720023,D,35,F,W,Y,N,N,N,Y,N
CA10001599,0720026,D,76,M,W,Y,Y,Y,Y,Y,Y
CA10001600,0725011,R,34,M,W,Y,N,N,N,N,N
CA10001601,0720018,N,48,F,B,Y,N,N,N,N,Y
CA10001602,0725011,N,60,M,W,Y,N,N,Y,Y,Y
CA10001603,0720029,D,63,F,H,Y,Y,N,N,Y,N
CA10001604,0725007,D,18,M,B,Y,Y,N,N,Y,Y
CA10001605,0720020,N,29,M,W,Y,N,N,N,N,Y
CA10001606,0720012,D,46,F,W,Y,N,N,N,N,N
CA10001607,0725002,D,63,M,H,Y,Y,Y,Y,Y,Y
CA10001608,0200142,D,38,F,H,N,Y,Y,Y,Y,N
CA10001609,0725015,D,60,F,W,N,Y,Y,N,Y,N
CA10001610,0710053,D,46,M,W,N,N,Y,Y,N,Y
CA10001611,0710050,D,51,M,W,Y,N,N,Y,Y,Y
CA10001612,0720027,R,36,M,W,N,Y,N,N,Y,N
CA10001613,0725003,D,84,F,B,Y,Y,N,N,Y,Y
CA10001614,0200147,D,79,F,W,Y,N,Y,Y,N,Y
CA10001615,0725013,D,34,F,W,Y,Y,Y,Y,Y,N
CA10001616,0725001,R,24,F,W,N,N,Y,Y,N,N
CA10001617,0720014,D,68,M,W,N,N,N,N,Y,N
CA10001618,0725001,R,26,M,W,Y,Y,Y,Y,Y,Y
CA10001619,0720015,D,44,M,W,Y,N,N,Y,N,N
CA10001620,0200147,N,70,M,W,Y,N,N,Y,N,N
CA10001621,0725012,D,21,M,H,N,N,N,N,N,N
CA10001622,0200029,R,29,F,O,Y,Y,Y,Y,Y,Y
CA10001623,0200136,R,64,F,W,Y,N,N,N,N,N
CA10001624,0725010,D,38,M,W,N,N,N,Y,Y,N
CA10001625,0250052,R,19,M,W,Y,Y,Y,Y,Y,Y
CA10001626,0725014,D,74,F,W,Y,N,N,Y,N,Y
CA10001627,0720015,R,25,M,A,Y,N,N,N,N,N
CA10001628,0725007,D,34,M,W,Y,N,N,N,N,N
CA10001629,0720021,D,38,U,H,N,Y,Y,Y,N,Y
CA10001630,0725004,D,77,F,B,Y,N,N,N,N,N
CA10001631,0725015,D,41,F,W,Y,N,N,N,Y,N
CA10001632,0720013,D,26,M,W,Y,N,Y,Y,Y,Y
CA10001633,0720024,D,36,F,W,Y,Y,N,Y,Y,Y
CA10001634,0200029,D,85,F,W,Y,Y,Y,Y,N,Y
CA10001635,0200048,N,24,F,W,Y,N,N,N,Y,N
CA10001636,0710051,D,63,M,W,Y,N,N,N,Y,N
CA10001637,0710051,R,46,F,W,Y,N,Y,Y,Y,Y
CA10001638,0710051,D,66,F,W,Y,Y,Y,Y,Y,Y
CA10001639,0725015,D,57,F,W,N,N,Y,Y,Y,Y
CA10001640,0725001,D,66,F,H,Y,Y,Y,Y,Y,Y
CA10001641,0200147,N,72,F,W,Y,N,N,N,N,N
CA10001642,0725012,R,38,F,W,Y,Y,Y,Y,Y,Y
CA10001643,0720015,D,38,M,W,Y,N,N,Y,Y,Y
CA10001644,0725010,D,69,M,W,N,N,N,Y,N,Y
CA10001645,0200147,D,73,M,W,Y,Y,Y,Y,Y,Y
CA10001646,0725003,D,23,M,W,Y,N,N,Y,N,N
CA10001647,0725015,R,27,M,W,Y,N,N,N,N,N
CA10001648,0720017,N,19,M,W,N,Y,N,Y,N,N
CA10001649,0725005,D,23,F,W,Y,N,N,N,N,N
CA10001650,0725011,D,67,F,W,Y,N,N,Y,N,Y
CA10001651,0200147,D,36,F,W,Y,Y,Y,Y,Y,Y
CA10001652,0720026,R,32,M,W,Y,N,N,N,Y,Y
CA10001653,0200136,D,70,F,W,Y,N,N,N,N,Y
CA10001654,0100250,D,46,F,W,Y,Y,Y,Y,Y,N
CA10001655,0720026,N,42,F,W,N,Y,Y,Y,Y,N
CA10001656,0720027,D,18,F,W,Y,Y,Y,Y,Y,Y
CA10001657,0720020,N,73,M,W,N,Y,Y,N,N,Y
CA10001658,0725001,N,44,M,W,N,Y,N,Y,N,N
CA10001659,0725014,D,69,M,W,Y,Y,N,Y,N,Y
CA10001660,0725012,R,43,F,H,Y,Y,Y,Y,Y,N
CA10001661,0720030,D,26,F,W,Y,N,N,N,N,N
CA10001662,0100267,N,65,F,W,Y,N,N,N,N,Y
CA10001663,0200130,N,74,U,W,Y,N,N,N,N,N
CA10001664,0725006,N,62,F,W,N,N,N,Y,Y,Y
CA10001665,0720017,D,67,F,H,Y,N,Y,Y,Y,N
CA10001666,0200142,N,59,M,W,Y,N,N,N,N,N
CA10001667,0720020,N,78,M,H,Y,N,Y,N,N,Y
CA10001668,0100134,D,76,M,H,Y,Y,Y,Y,Y,Y
CA10001669,0725013,D,82,F,W,Y,Y,Y,N,Y,Y
CA10001670,0725013,D,31,U,W,Y,Y,Y,Y,N,N
CA10001671,0720017,D,59,U,W,Y,Y,N,N,Y,N
CA10001672,0200029,D,40,M,H,N,Y,Y,N,N,N
CA10001673,0725013,D,60,F,H,Y,Y,N,Y,N,N
CA10001674,0720014,N,48,M,B,Y,Y,Y,Y,Y,Y
CA10001675,0725005,N,31,F,A,Y,N,Y,N,Y,Y
