"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0741009","152801","3004","160","1363","11.738811445","161","99.378881987"
"0741009","152801","3005","25","1363","1.834189288","25","100"
"0741009","152801","3006","104","1363","7.630227439","104","100"
"0741009","152801","3007","133","1363","9.757887013","133","100"
"0741009","152801","3008","47","1363","3.448275862","47","100"
"0741009","152801","3009","39","1363","2.861335289","39","100"
"0741009","152801","3012","8","1363","0.586940572","83","9.638554216"
"0741009","152801","4000","17","1363","1.247248716","17","100"
"0741009","152801","4001","1","1363","0.073367571","1","100"
"0741009","152803","1003","220","1363","16.140865737","221","99.547511312"
"0741009","152803","1004","14","1363","1.027146001","14","100"
"0741009","152803","1005","96","1363","7.043286867","96","100"
"0741009","152803","1006","65","1363","4.768892149","65","100"
"0741010","152801","1008","1","1357","0.073691967","152","0.657894736"
"0741010","152801","1009","30","1357","2.210759027","30","100"
"0741010","152801","1010","16","1357","1.179071481","16","100"
"0741010","152801","1015","75","1357","5.526897568","82","91.463414634"
"0741010","152801","1016","124","1357","9.137803979","124","100"
"0741010","152801","1017","24","1357","1.768607221","24","100"
"0741010","152801","2007","1","1357","0.073691967","84","1.19047619"
"0741010","152801","4002","167","1357","12.306558585","167","100"
"0741010","152801","4003","66","1357","4.863669859","66","100"
"0741010","152801","4004","9","1357","0.663227708","9","100"
"0741010","152801","4005","91","1357","6.705969049","91","100"
"0741010","152801","4006","64","1357","4.716285924","64","100"
"0741010","152801","4007","71","1357","5.232129697","71","100"
"0741010","152801","4008","99","1357","7.295504789","99","100"
"0741010","152801","4009","31","1357","2.284450994","31","100"
"0741010","152801","4010","62","1357","4.568901989","62","100"
"0741010","152801","4011","7","1357","0.515843773","7","100"
"0741010","152801","4012","64","1357","4.716285924","64","100"
"0741010","152801","4013","13","1357","0.957995578","13","100"
"0741010","152801","4014","156","1357","11.495946941","156","100"
"0741010","152801","4015","40","1357","2.947678703","40","100"
"0741010","152801","4016","96","1357","7.074428887","96","100"
"0741010","152801","4017","15","1357","1.105379513","15","100"
"0741010","152801","4018","27","1357","1.989683124","27","100"
"0741010","152801","4019","1","1357","0.073691967","1","100"
"0741010","152803","1008","3","1357","0.221075902","3","100"
"0741010","152803","1010","1","1357","0.073691967","1","100"
"0741010","152905","1000","3","1357","0.221075902","397","0.755667506"
"0741011","152803","3001","69","1122","6.14973262","69","100"
"0741011","152803","3002","64","1122","5.704099821","64","100"
"0741011","152803","3003","19","1122","1.693404634","19","100"
"0741011","152803","3004","38","1122","3.386809269","38","100"
"0741011","152803","3005","123","1122","10.962566844","123","100"
"0741011","152803","3006","89","1122","7.932263814","89","100"
"0741011","153001","1001","40","1122","3.565062388","40","100"
"0741011","153001","1002","342","1122","30.481283422","342","100"
"0741011","153001","1003","76","1122","6.773618538","76","100"
"0741011","153001","1004","143","1122","12.745098039","143","100"
"0741011","153001","1005","42","1122","3.743315508","42","100"
"0741011","153001","2000","77","1122","6.862745098","78","98.717948717"
"0741012","152100","2009","1","566","0.176678445","18","5.555555555"
"0741012","153001","4000","40","566","7.067137809","40","100"
"0741012","153001","4001","360","566","63.604240282","360","100"
"0741012","153001","4002","156","566","27.561837455","156","100"
"0741012","153001","4004","1","566","0.176678445","1","100"
"0741012","153001","4007","4","566","0.70671378","4","100"
"0741012","153001","4008","4","566","0.70671378","4","100"
"0742001","154201","1003","4","1974","0.202634245","58","6.896551724"
"0742001","154201","1005","1","1974","0.050658561","78","1.282051282"
"0742001","154201","1017","19","1974","0.962512664","95","20"
"0742001","154201","1021","13","1974","0.658561296","19","68.421052631"
"0742001","154201","3002","2","1974","0.101317122","21","9.523809523"
"0742001","154201","3023","1","1974","0.050658561","1","100"
"0742001","154201","3024","7","1974","0.354609929","8","87.5"
"0742001","154202","3003","58","1974","2.938196555","269","21.561338289"
"0742001","154202","3012","65","1974","3.292806484","120","54.166666666"
"0742001","154202","3013","1","1974","0.050658561","1","100"
"0742001","154202","3017","207","1974","10.486322188","207","100"
"0742001","154202","3018","202","1974","10.233029381","213","94.835680751"
"0742001","154202","3019","47","1974","2.38095238","47","100"
"0742001","154202","3021","23","1974","1.165146909","23","100"
"0742001","154202","3025","4","1974","0.202634245","7","57.142857142"
"0742001","154202","4001","39","1974","1.97568389","39","100"
"0742001","154202","4002","12","1974","0.607902735","12","100"
"0742001","154202","4003","136","1974","6.889564336","136","100"
"0742001","154202","4004","17","1974","0.861195542","17","100"
"0742001","154202","4005","31","1974","1.5704154","31","100"
"0742001","154202","4006","31","1974","1.5704154","31","100"
"0742001","154202","4007","30","1974","1.519756838","30","100"
"0742001","154202","4015","11","1974","0.557244174","11","100"
"0742001","154202","4017","15","1974","0.759878419","15","100"
"0742001","154202","4018","11","1974","0.557244174","11","100"
"0742001","154202","4019","20","1974","1.013171225","20","100"
"0742001","154202","4020","172","1974","8.713272543","172","100"
"0742001","154202","4021","32","1974","1.621073961","32","100"
"0742001","154202","4022","190","1974","9.625126646","193","98.445595854"
"0742001","154202","4023","16","1974","0.81053698","16","100"
"0742001","154202","4024","63","1974","3.191489361","63","100"
"0742001","154202","4025","10","1974","0.506585612","10","100"
"0742001","154202","4026","19","1974","0.962512664","19","100"
"0742001","154202","4027","201","1974","10.18237082","201","100"
"0742001","154202","4028","77","1974","3.900709219","77","100"
"0742001","154202","4029","35","1974","1.773049645","35","100"
"0742001","154202","4030","20","1974","1.013171225","20","100"
"0742001","154202","4031","34","1974","1.722391084","34","100"
"0742001","154202","4032","54","1974","2.73556231","54","100"
"0742001","154202","4040","11","1974","0.557244174","11","100"
"0742001","154202","4041","29","1974","1.469098277","29","100"
"0742001","154202","4042","2","1974","0.101317122","21","9.523809523"
"0742001","154202","4043","2","1974","0.101317122","2","100"
"0744001","153902","1014","1","1742","0.057405281","11","9.09090909"
"0744001","153902","2006","1","1742","0.057405281","31","3.225806451"
"0744001","153903","2000","54","1742","3.099885189","54","100"
"0744001","153903","2001","29","1742","1.664753157","29","100"
"0744001","153903","2002","32","1742","1.836969001","32","100"
"0744001","153903","2003","48","1742","2.755453501","48","100"
"0744001","153903","2004","43","1742","2.468427095","52","82.692307692"
"0744001","153903","2005","27","1742","1.549942594","27","100"
"0744001","153903","2006","148","1742","8.49598163","148","100"
"0744001","153903","2007","50","1742","2.870264064","50","100"
"0744001","153903","2009","1","1742","0.057405281","17","5.882352941"
"0744001","153903","3001","250","1742","14.351320321","396","63.131313131"
"0744001","153903","3002","17","1742","0.975889781","22","77.272727272"
"0744001","153903","3004","1","1742","0.057405281","8","12.5"
"0744001","153903","3005","1","1742","0.057405281","2","50"
"0744001","153903","3006","23","1742","1.320321469","35","65.714285714"
"0744001","153903","3007","2","1742","0.114810562","21","9.523809523"
"0744001","153903","4006","1","1742","0.057405281","36","2.777777777"
"0744001","153903","4007","1","1742","0.057405281","26","3.846153846"
"0744001","153903","4009","41","1742","2.353616532","53","77.358490566"
"0744001","153903","4010","43","1742","2.468427095","46","93.478260869"
"0744001","153903","4011","27","1742","1.549942594","27","100"
"0744001","153903","4012","14","1742","0.803673938","14","100"
"0744001","153903","4013","30","1742","1.722158438","32","93.75"
"0744001","153903","4016","40","1742","2.296211251","40","100"
"0744001","153903","4017","14","1742","0.803673938","19","73.684210526"
"0744001","153903","4018","27","1742","1.549942594","27","100"
"0744001","153903","4019","29","1742","1.664753157","29","100"
"0744001","153903","4020","19","1742","1.090700344","19","100"
"0744001","153903","4021","27","1742","1.549942594","27","100"
"0744001","153904","1000","319","1742","18.31228473","397","80.352644836"
"0744001","153904","1001","90","1742","5.166475315","90","100"
"0744001","153904","1002","57","1742","3.272101033","57","100"
"0744001","153904","1003","29","1742","1.664753157","29","100"
"0744001","153904","1004","94","1742","5.39609644","94","100"
"0744001","153904","1005","61","1742","3.501722158","61","100"
"0744001","153904","1006","30","1742","1.722158438","30","100"
"0744001","153904","1008","20","1742","1.148105625","20","100"
"0744001","153904","1009","1","1742","0.057405281","111","0.9009009"
"0749001","153804","2002","1","2241","0.044622936","40","2.5"
"0749001","153808","3000","16","2241","0.713966979","18","88.888888888"
"0749001","153808","3004","90","2241","4.016064257","90","100"
"0749001","153808","3008","213","2241","9.504685408","213","100"
"0749001","153808","3009","3","2241","0.133868808","3","100"
"0749001","153808","3010","85","2241","3.792949576","85","100"
"0749001","153808","3011","45","2241","2.008032128","179","25.139664804"
"0749001","153808","3014","2","2241","0.089245872","43","4.65116279"
"0749001","153810","1009","3","2241","0.133868808","58","5.172413793"
"0749001","153810","1033","67","2241","2.989736724","84","79.761904761"
"0749001","153810","2000","253","2241","11.289602855","382","66.230366492"
"0749001","153810","2003","45","2241","2.008032128","107","42.056074766"
"0749001","153810","2004","46","2241","2.052655064","46","100"
"0749001","153810","3000","135","2241","6.024096385","135","100"
"0749001","153810","3001","50","2241","2.231146809","50","100"
"0749001","153810","3002","17","2241","0.758589915","17","100"
"0749001","153810","3003","32","2241","1.427933958","32","100"
"0749001","153810","3004","220","2241","9.817045961","221","99.547511312"
"0749001","153810","3005","53","2241","2.365015618","53","100"
"0749001","153810","3006","60","2241","2.677376171","60","100"
"0749001","153810","3007","22","2241","0.981704596","22","100"
"0749001","153810","3008","159","2241","7.095046854","161","98.757763975"
"0749001","153810","3009","72","2241","3.212851405","72","100"
"0749001","153810","3010","1","2241","0.044622936","18","5.555555555"
"0749001","153810","3011","92","2241","4.105310129","92","100"
"0749001","153810","3012","188","2241","8.389112003","188","100"
"0749001","153810","3013","42","2241","1.874163319","42","100"
"0749001","153810","3014","76","2241","3.39134315","76","100"
"0749001","153810","3015","20","2241","0.892458723","20","100"
"0749001","153810","3016","45","2241","2.008032128","45","100"
"0749001","153904","2014","3","2241","0.133868808","3","100"
"0749001","153904","2027","1","2241","0.044622936","1","100"
"0749001","153904","2028","51","2241","2.275769745","51","100"
"0749001","153904","2029","33","2241","1.472556894","33","100"
"0749002","153804","1003","22","607","3.624382207","167","13.173652694"
"0749002","153804","1007","8","607","1.317957166","59","13.559322033"
"0749002","153804","2000","168","607","27.677100494","172","97.674418604"
"0749002","153804","2001","53","607","8.731466227","53","100"
"0749002","153804","2002","36","607","5.930807248","40","90"
"0749002","153804","2003","174","607","28.665568369","175","99.428571428"
"0749002","153804","2004","49","607","8.072487644","49","100"
"0749002","153804","2005","41","607","6.754530477","41","100"
"0749002","153804","2007","24","607","3.953871499","24","100"
"0749002","153804","2011","10","607","1.647446457","67","14.925373134"
"0749002","153904","2008","5","607","0.823723228","30","16.666666666"
"0749002","153904","2009","17","607","2.800658978","17","100"
"0749003","153808","1005","42","1087","3.863845446","42","100"
"0749003","153808","1006","26","1087","2.391904323","26","100"
"0749003","153808","1007","193","1087","17.755289788","193","100"
"0749003","153808","3000","2","1087","0.18399264","18","11.111111111"
"0749003","153808","3005","64","1087","5.887764489","64","100"
"0749003","153808","3006","1","1087","0.09199632","1","100"
"0749003","153808","3011","134","1087","12.327506899","179","74.860335195"
"0749003","153808","3012","30","1087","2.759889604","30","100"
"0749003","153808","3013","21","1087","1.931922723","21","100"
"0749003","153808","3014","41","1087","3.771849126","43","95.348837209"
"0749003","153808","3015","17","1087","1.563937442","17","100"
"0749003","153808","3016","41","1087","3.771849126","41","100"
"0749003","153808","3017","58","1087","5.335786568","58","100"
"0749003","153808","3018","49","1087","4.507819687","49","100"
"0749003","153808","3019","11","1087","1.011959521","11","100"
"0749003","153808","3020","37","1087","3.403863845","37","100"
"0749003","153808","3021","12","1087","1.103955841","12","100"
"0749003","153808","3023","6","1087","0.55197792","6","100"
"0749003","153810","2000","129","1087","11.867525298","382","33.769633507"
"0749003","153810","2001","36","1087","3.311867525","36","100"
"0749003","153810","2002","55","1087","5.059797608","55","100"
"0749003","153810","2003","62","1087","5.703771849","107","57.943925233"
"0749003","153810","2005","20","1087","1.839926402","20","100"
"0749004","153806","3008","5","2112","0.236742424","57","8.771929824"
"0749004","153808","1002","13","2112","0.615530303","13","100"
"0749004","153808","1003","1","2112","0.047348484","1","100"
"0749004","153808","1008","17","2112","0.804924242","17","100"
"0749004","153808","1009","81","2112","3.835227272","81","100"
"0749004","153808","1010","15","2112","0.710227272","15","100"
"0749004","153808","1011","33","2112","1.5625","33","100"
"0749004","153808","1012","129","2112","6.107954545","129","100"
"0749004","153808","1013","16","2112","0.757575757","16","100"
"0749004","153808","1014","12","2112","0.568181818","12","100"
"0749004","153808","1015","20","2112","0.946969696","20","100"
"0749004","153808","1016","25","2112","1.183712121","25","100"
"0749004","153808","1017","18","2112","0.852272727","18","100"
"0749004","153808","1018","12","2112","0.568181818","12","100"
"0749004","153808","1019","52","2112","2.462121212","52","100"
"0749004","153808","1020","21","2112","0.994318181","21","100"
"0749004","153808","1021","19","2112","0.899621212","19","100"
"0749004","153808","1022","13","2112","0.615530303","13","100"
"0749004","153808","1023","31","2112","1.46780303","31","100"
"0749004","153808","1024","1","2112","0.047348484","1","100"
"0749004","153808","1029","19","2112","0.899621212","19","100"
"0749004","153808","1030","17","2112","0.804924242","17","100"
"0749004","153808","1031","15","2112","0.710227272","15","100"
"0749004","153808","2002","393","2112","18.607954545","413","95.157384987"
"0749004","153808","2003","44","2112","2.083333333","44","100"
"0749004","153808","2004","72","2112","3.409090909","72","100"
"0749004","153808","2005","8","2112","0.378787878","9","88.888888888"
"0749004","153809","2004","9","2112","0.426136363","197","4.568527918"
"0749004","153811","1007","2","2112","0.094696969","41","4.87804878"
"0749004","153811","2000","35","2112","1.657196969","35","100"
"0749004","153811","2001","38","2112","1.799242424","38","100"
"0749004","153811","2002","37","2112","1.751893939","37","100"
"0749004","153811","2003","46","2112","2.178030303","46","100"
"0749004","153811","2004","43","2112","2.035984848","43","100"
"0749004","153811","2005","32","2112","1.515151515","32","100"
"0749004","153811","2006","2","2112","0.094696969","41","4.87804878"
"0749004","153811","3001","29","2112","1.37310606","29","100"
"0749004","153811","3002","80","2112","3.787878787","80","100"
"0749004","153811","3003","63","2112","2.982954545","63","100"
"0749004","153811","3004","67","2112","3.172348484","67","100"
"0749004","153811","3005","74","2112","3.503787878","74","100"
"0749004","153811","3006","23","2112","1.089015151","23","100"
"0749004","153811","3008","83","2112","3.929924242","83","100"
"0749004","153811","3010","52","2112","2.462121212","52","100"
"0749004","153811","3011","32","2112","1.515151515","32","100"
"0749004","153811","3012","31","2112","1.46780303","31","100"
"0749004","153811","3013","34","2112","1.609848484","34","100"
"0749004","153811","3014","83","2112","3.929924242","83","100"
"0749004","153811","3015","37","2112","1.751893939","37","100"
"0749004","153811","3016","30","2112","1.420454545","30","100"
"0749004","153811","3017","42","2112","1.988636363","42","100"
"0749004","153811","3019","2","2112","0.094696969","44","4.545454545"
"0749004","153811","3020","2","2112","0.094696969","36","5.555555555"
"0749004","153811","3023","2","2112","0.094696969","30","6.666666666"
"0749005","152702","4000","4","544","0.735294117","4","100"
"0749005","153808","1026","6","544","1.102941176","6","100"
"0749005","153808","1028","4","544","0.735294117","4","100"
"0749005","153811","2007","34","544","6.25","34","100"
"0749005","153811","2008","1","544","0.183823529","1","100"
"0749005","153811","3019","42","544","7.720588235","44","95.454545454"
"0749005","153811","3020","34","544","6.25","36","94.444444444"
"0749005","153811","3021","31","544","5.698529411","31","100"
"0749005","153811","3022","14","544","2.573529411","14","100"
"0749005","153811","3023","28","544","5.147058823","30","93.333333333"
"0749005","153811","3024","19","544","3.492647058","19","100"
"0749005","153811","3025","47","544","8.639705882","47","100"
"0749005","153811","3026","27","544","4.963235294","27","100"
"0749005","153811","3027","35","544","6.433823529","35","100"
"0749005","153811","3028","40","544","7.352941176","40","100"
"0749005","153811","3029","13","544","2.389705882","13","100"
"0749005","153811","3030","43","544","7.904411764","43","100"
"0749005","153811","3032","40","544","7.352941176","40","100"
"0749005","153811","3033","44","544","8.088235294","44","100"
"0749005","153811","3034","38","544","6.985294117","38","100"
"0749006","153811","1000","255","1419","17.970401691","255","100"
"0749006","153811","1001","22","1419","1.550387596","29","75.862068965"
"0749006","153811","1002","22","1419","1.550387596","22","100"
"0749006","153811","1003","12","1419","0.845665961","12","100"
"0749006","153811","1004","16","1419","1.127554615","16","100"
"0749006","153811","1005","26","1419","1.83227625","26","100"
"0749006","153811","1006","40","1419","2.818886539","40","100"
"0749006","153811","1007","39","1419","2.748414376","41","95.121951219"
"0749006","153811","1008","46","1419","3.24171952","46","100"
"0749006","153811","1009","39","1419","2.748414376","39","100"
"0749006","153811","1011","9","1419","0.634249471","9","100"
"0749006","153811","1012","120","1419","8.456659619","120","100"
"0749006","153811","1013","63","1419","4.4397463","63","100"
"0749006","153811","1014","26","1419","1.83227625","26","100"
"0749006","153811","1015","28","1419","1.973220577","28","100"
"0749006","153811","1016","31","1419","2.184637068","31","100"
"0749006","153811","1017","19","1419","1.338971106","19","100"
"0749006","153811","1018","15","1419","1.057082452","15","100"
"0749006","153811","1019","79","1419","5.567300916","79","100"
"0749006","153811","1020","114","1419","8.033826638","137","83.211678832"
"0749006","153811","1021","60","1419","4.228329809","60","100"
"0749006","153811","1023","66","1419","4.65116279","66","100"
"0749006","153811","1024","31","1419","2.184637068","31","100"
"0749006","153811","1025","53","1419","3.735024665","53","100"
"0749006","153811","1026","59","1419","4.157857646","59","100"
"0749006","153811","1027","37","1419","2.607470049","37","100"
"0749006","153811","1028","18","1419","1.268498942","18","100"
"0749006","153811","1029","42","1419","2.959830866","42","100"
"0749006","153811","1031","32","1419","2.255109231","32","100"
"0749007","153804","1000","116","2049","5.661298194","116","100"
"0749007","153804","1001","93","2049","4.538799414","93","100"
"0749007","153804","1002","26","2049","1.268911664","26","100"
"0749007","153804","1004","54","2049","2.635431918","54","100"
"0749007","153804","1005","121","2049","5.905319668","121","100"
"0749007","153804","1008","22","2049","1.073694485","22","100"
"0749007","153806","1000","340","2049","16.593460224","340","100"
"0749007","153806","1001","45","2049","2.196193265","45","100"
"0749007","153806","1002","59","2049","2.879453391","59","100"
"0749007","153806","1003","53","2049","2.586627623","53","100"
"0749007","153806","1004","69","2049","3.367496339","69","100"
"0749007","153806","1005","5","2049","0.244021473","5","100"
"0749007","153806","3000","59","2049","2.879453391","328","17.987804878"
"0749007","153806","3002","1","2049","0.048804294","240","0.416666666"
"0749007","153807","1000","1","2049","0.048804294","296","0.337837837"
"0749007","153807","2002","116","2049","5.661298194","116","100"
"0749007","153807","2003","89","2049","4.343582235","89","100"
"0749007","153807","2005","232","2049","11.322596388","232","100"
"0749007","153807","2006","56","2049","2.733040507","56","100"
"0749007","153807","2007","86","2049","4.19716935","86","100"
"0749007","153807","2008","27","2049","1.317715959","27","100"
"0749007","153807","2009","30","2049","1.464128843","30","100"
"0749007","153807","2010","12","2049","0.585651537","12","100"
"0749007","153807","2011","173","2049","8.443142996","184","94.02173913"
"0749007","153807","2012","26","2049","1.268911664","26","100"
"0749007","153807","2013","11","2049","0.536847242","12","91.666666666"
"0749007","153807","2014","33","2049","1.610541727","33","100"
"0749007","153807","2015","10","2049","0.488042947","10","100"
"0749007","153807","2016","44","2049","2.14738897","44","100"
"0749007","153807","2017","40","2049","1.952171791","40","100"
"0749008","153806","3008","47","772","6.088082901","57","82.45614035"
"0749008","153806","3009","8","772","1.03626943","19","42.105263157"
"0749008","153807","1000","295","772","38.212435233","296","99.662162162"
"0749008","153807","1001","54","772","6.994818652","54","100"
"0749008","153807","1002","40","772","5.18134715","43","93.023255813"
"0749008","153807","1003","34","772","4.404145077","34","100"
"0749008","153807","1004","32","772","4.14507772","32","100"
"0749008","153807","1005","64","772","8.29015544","64","100"
"0749008","153807","1006","36","772","4.663212435","40","90"
"0749008","153807","1007","142","772","18.393782383","142","100"
"0749008","153807","1008","20","772","2.590673575","22","90.909090909"
"0749009","153804","1003","145","1957","7.409299948","167","86.826347305"
"0749009","153804","1006","146","1957","7.460398569","146","100"
"0749009","153804","1007","51","1957","2.606029637","59","86.440677966"
"0749009","153804","1009","41","1957","2.095043433","41","100"
"0749009","153804","1010","276","1957","14.103219213","276","100"
"0749009","153804","1011","6","1957","0.306591722","6","100"
"0749009","153804","1012","6","1957","0.306591722","6","100"
"0749009","153804","2002","3","1957","0.153295861","40","7.5"
"0749009","153804","2003","1","1957","0.05109862","175","0.571428571"
"0749009","153804","2006","32","1957","1.63515585","32","100"
"0749009","153804","2008","291","1957","14.869698518","291","100"
"0749009","153804","2009","35","1957","1.788451711","35","100"
"0749009","153804","2010","72","1957","3.679100664","72","100"
"0749009","153804","2011","57","1957","2.912621359","67","85.074626865"
"0749009","153804","2013","58","1957","2.963719979","58","100"
"0749009","153806","3000","269","1957","13.74552887","328","82.012195121"
"0749009","153806","3001","77","1957","3.934593765","77","100"
"0749009","153806","3002","239","1957","12.21257026","240","99.583333333"
"0749009","153806","3003","124","1957","6.336228921","124","100"
"0749009","153806","3004","2","1957","0.10219724","2","100"
"0749009","153806","3008","5","1957","0.255493101","57","8.771929824"
"0749009","153807","1002","3","1957","0.153295861","43","6.976744186"
"0749009","153807","1006","4","1957","0.204394481","40","10"
"0749009","153807","1008","2","1957","0.10219724","22","9.09090909"
"0749009","153807","2011","11","1957","0.562084823","184","5.978260869"
"0749009","153807","2013","1","1957","0.05109862","12","8.333333333"
"0749010","153809","1022","105","159","66.037735849","107","98.130841121"
"0749010","153809","1023","30","159","18.867924528","30","100"
"0749010","153809","1024","24","159","15.094339622","24","100"
"0749011","153807","1010","209","2040","10.245098039","317","65.930599369"
"0749011","153807","1011","45","2040","2.205882352","60","75"
"0749011","153807","1012","20","2040","0.980392156","20","100"
"0749011","153807","1013","37","2040","1.81372549","37","100"
"0749011","153807","1014","48","2040","2.352941176","48","100"
"0749011","153807","1015","6","2040","0.294117647","61","9.836065573"
"0749011","153807","1016","114","2040","5.588235294","114","100"
"0749011","153807","1017","46","2040","2.25490196","46","100"
"0749011","153807","1018","47","2040","2.303921568","47","100"
"0749011","153807","1019","32","2040","1.56862745","32","100"
"0749011","153807","1020","5","2040","0.245098039","5","100"
"0749011","153807","1021","59","2040","2.892156862","59","100"
"0749011","153807","1022","41","2040","2.009803921","41","100"
"0749011","153807","1023","26","2040","1.274509803","26","100"
"0749011","153808","2002","20","2040","0.980392156","413","4.842615012"
"0749011","153808","2005","1","2040","0.049019607","9","11.111111111"
"0749011","153809","2000","130","2040","6.372549019","334","38.922155688"
"0749011","153809","2003","37","2040","1.81372549","37","100"
"0749011","153809","2004","188","2040","9.215686274","197","95.431472081"
"0749011","153809","2005","49","2040","2.401960784","49","100"
"0749011","153809","2006","176","2040","8.62745098","176","100"
"0749011","153809","2007","223","2040","10.931372549","257","86.770428015"
"0749011","153809","2008","27","2040","1.323529411","27","100"
"0749011","153809","2009","11","2040","0.539215686","54","20.37037037"
"0749011","153809","2010","18","2040","0.882352941","18","100"
"0749011","153809","2011","46","2040","2.25490196","46","100"
"0749011","153809","3001","39","2040","1.911764705","40","97.5"
"0749011","153809","3002","78","2040","3.823529411","82","95.121951219"
"0749011","153809","3003","12","2040","0.588235294","12","100"
"0749011","153809","3004","126","2040","6.176470588","129","97.674418604"
"0749011","153809","3005","14","2040","0.686274509","14","100"
"0749011","153809","3006","10","2040","0.490196078","10","100"
"0749011","153809","3007","8","2040","0.392156862","8","100"
"0749011","153809","3008","6","2040","0.294117647","6","100"
"0749011","153809","3009","20","2040","0.980392156","20","100"
"0749011","153809","3010","55","2040","2.696078431","55","100"
"0749011","153809","3011","11","2040","0.539215686","43","25.581395348"
"0749012","153806","2000","107","815","13.128834355","107","100"
"0749012","153806","2001","235","815","28.834355828","235","100"
"0749012","153806","2002","34","815","4.171779141","34","100"
"0749012","153806","3009","11","815","1.349693251","19","57.894736842"
"0749012","153807","1010","107","815","13.128834355","317","33.753943217"
"0749012","153807","1011","15","815","1.840490797","60","25"
"0749012","153807","1015","55","815","6.748466257","61","90.163934426"
"0749012","153809","2000","204","815","25.030674846","334","61.077844311"
"0749012","153809","2001","25","815","3.067484662","25","100"
"0749012","153809","2002","15","815","1.840490797","15","100"
"0749012","153809","3002","4","815","0.490797546","82","4.87804878"
"0749012","153809","3004","3","815","0.368098159","129","2.325581395"
"0749013","153809","1000","1","1149","0.087032201","6","16.666666666"
"0749013","153809","1001","22","1149","1.914708442","22","100"
"0749013","153809","1003","114","1149","9.921671018","114","100"
"0749013","153809","1004","56","1149","4.873803307","56","100"
"0749013","153809","1005","108","1149","9.399477806","108","100"
"0749013","153809","1006","79","1149","6.875543951","79","100"
"0749013","153809","1012","189","1149","16.449086161","191","98.952879581"
"0749013","153809","1013","21","1149","1.82767624","21","100"
"0749013","153809","1015","49","1149","4.264577893","49","100"
"0749013","153809","1016","101","1149","8.790252393","101","100"
"0749013","153809","1017","11","1149","0.957354221","11","100"
"0749013","153809","1022","2","1149","0.174064403","107","1.869158878"
"0749013","153809","1025","122","1149","10.617928633","122","100"
"0749013","153809","1027","24","1149","2.088772845","24","100"
"0749013","153809","2007","34","1149","2.959094865","257","13.229571984"
"0749013","153809","2009","43","1149","3.742384682","54","79.629629629"
"0749013","153809","3011","32","1149","2.785030461","43","74.418604651"
"0749013","153809","3012","42","1149","3.65535248","42","100"
"0749013","153809","3013","8","1149","0.696257615","8","100"
"0749013","153809","3014","35","1149","3.046127067","35","100"
"0749013","153809","3015","5","1149","0.435161009","5","100"
"0749013","153809","3016","51","1149","4.438642297","51","100"
"0750001","152906","1005","1","818","0.122249388","9","11.111111111"
"0750001","153705","2000","155","818","18.948655256","155","100"
"0750001","153705","2001","122","818","14.914425427","122","100"
"0750001","153705","2002","160","818","19.5599022","279","57.34767025"
"0750001","153705","2004","11","818","1.344743276","12","91.666666666"
"0750001","153705","4000","10","818","1.222493887","10","100"
"0750001","153705","4002","8","818","0.97799511","8","100"
"0750001","153705","4003","2","818","0.244498777","31","6.451612903"
"0750001","153705","4014","7","818","0.855745721","91","7.692307692"
"0750001","153705","4015","27","818","3.300733496","27","100"
"0750001","153705","4016","3","818","0.366748166","3","100"
"0750001","153705","4017","18","818","2.200488997","18","100"
"0750001","153705","4019","229","818","27.995110024","313","73.162939297"
"0750001","153705","4020","50","818","6.112469437","50","100"
"0750001","153712","2001","4","818","0.488997555","142","2.816901408"
"0750001","153712","2004","1","818","0.122249388","129","0.775193798"
"0750001","153810","1018","1","818","0.122249388","1","100"
"0750001","153810","1030","9","818","1.100244498","9","100"
"0750002","153403","1003","246","1235","19.91902834","308","79.87012987"
"0750002","153403","1004","29","1235","2.348178137","33","87.878787878"
"0750002","153403","1005","5","1235","0.404858299","245","2.040816326"
"0750002","153404","3006","1","1235","0.080971659","123","0.81300813"
"0750002","153404","3010","52","1235","4.210526315","142","36.619718309"
"0750002","153404","4000","6","1235","0.485829959","154","3.896103896"
"0750002","153404","4002","36","1235","2.914979757","100","36"
"0750002","153404","4003","171","1235","13.846153846","180","95"
"0750002","153404","4006","6","1235","0.485829959","6","100"
"0750002","153404","4009","4","1235","0.323886639","77","5.194805194"
"0750002","153404","4010","268","1235","21.700404858","270","99.259259259"
"0750002","153404","4011","32","1235","2.591093117","32","100"
"0750002","153501","2002","2","1235","0.161943319","29","6.896551724"
"0750002","153501","2003","4","1235","0.323886639","62","6.451612903"
"0750002","153502","1003","94","1235","7.611336032","107","87.850467289"
"0750002","153502","1004","277","1235","22.429149797","277","100"
"0750002","153502","4000","2","1235","0.161943319","577","0.34662045"
"0750003","153705","1007","115","305","37.704918032","133","86.466165413"
"0750003","153705","1008","12","305","3.934426229","12","100"
"0750003","153705","1012","28","305","9.180327868","28","100"
"0750003","153705","1019","6","305","1.967213114","7","85.714285714"
"0750003","153705","1022","11","305","3.606557377","11","100"
"0750003","153705","1023","15","305","4.918032786","15","100"
"0750003","153705","1024","16","305","5.245901639","16","100"
"0750003","153705","1029","15","305","4.918032786","15","100"
"0750003","153711","1000","39","305","12.786885245","303","12.871287128"
